dbPath,dbDate,sessionId,runId,outputDir,sceneName,sceneDirName,title,messageCount,partCount,assistantReplyCount,followUpCount,status,stopReason
db/2026-03-18.db,2026-03-18,ses_2fece352fffe2yQOzUFuL2Sipv,ses_2fece352fffe2yQOzUFuL2Sipv,exports/2026-03-18/NLP概念讲解助手/ses_2fece352fffe2yQOzUFuL2Sipv,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fed1d437ffeeT2pX79VSRYwzg,ses_2fed1d437ffeeT2pX79VSRYwzg,exports/2026-03-18/NLP概念讲解助手/ses_2fed1d437ffeeT2pX79VSRYwzg,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fed30233ffe40iMKOnL9zb0xm,ses_2fed30233ffe40iMKOnL9zb0xm,exports/2026-03-18/NLP概念讲解助手/ses_2fed30233ffe40iMKOnL9zb0xm,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fed32f57ffeqEvHxnuHP8Ah5W,ses_2fed32f57ffeqEvHxnuHP8Ah5W,exports/2026-03-18/NLP概念讲解助手/ses_2fed32f57ffeqEvHxnuHP8Ah5W,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fed9cc1effen8eDBCUlcxusZF,ses_2fed9cc1effen8eDBCUlcxusZF,exports/2026-03-18/NLP概念讲解助手/ses_2fed9cc1effen8eDBCUlcxusZF,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fedc6a3cffeh71nIxfL1CUTYv,ses_2fedc6a3cffeh71nIxfL1CUTYv,exports/2026-03-18/NLP概念讲解助手/ses_2fedc6a3cffeh71nIxfL1CUTYv,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fedd0001ffePJhMQew6PktOfW,ses_2fedd0001ffePJhMQew6PktOfW,exports/2026-03-18/NLP概念讲解助手/ses_2fedd0001ffePJhMQew6PktOfW,NLP概念讲解助手,NLP概念讲解助手,New session - 2026-03-18T13:29:24.222Z,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2feeb3f90ffeXkGLdt0fsrh0iy,ses_2feeb3f90ffeXkGLdt0fsrh0iy,exports/2026-03-18/NLP概念讲解助手/ses_2feeb3f90ffeXkGLdt0fsrh0iy,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2feecb71bffebzsFp9xKvJuK2W,ses_2feecb71bffebzsFp9xKvJuK2W,exports/2026-03-18/NLP概念讲解助手/ses_2feecb71bffebzsFp9xKvJuK2W,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2feecff38ffeWAEy6LBZuarPYP,ses_2feecff38ffeWAEy6LBZuarPYP,exports/2026-03-18/NLP概念讲解助手/ses_2feecff38ffeWAEy6LBZuarPYP,NLP概念讲解助手,NLP概念讲解助手,New session - 2026-03-18T13:11:55.847Z,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2feed477affeReq2HW4Q0nd9XN,ses_2feed477affeReq2HW4Q0nd9XN,exports/2026-03-18/NLP概念讲解助手/ses_2feed477affeReq2HW4Q0nd9XN,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fef3cc35ffeLVbaJ9HBvZlGG7,ses_2fef3cc35ffeLVbaJ9HBvZlGG7,exports/2026-03-18/NLP概念讲解助手/ses_2fef3cc35ffeLVbaJ9HBvZlGG7,NLP概念讲解助手,NLP概念讲解助手,Input 111,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2fef4ab3cffe5b1e9hskmP3eO4,ses_2fef4ab3cffe5b1e9hskmP3eO4,exports/2026-03-18/NLP概念讲解助手/ses_2fef4ab3cffe5b1e9hskmP3eO4,NLP概念讲解助手,NLP概念讲解助手,打招呼,6,15,3,2,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ff62602affeFpR7HqcB0vLV0a,ses_2ff62602affeFpR7HqcB0vLV0a,exports/2026-03-18/中考体育模拟测评官/ses_2ff62602affeFpR7HqcB0vLV0a,中考体育模拟测评官,中考体育模拟测评官,中考体育测评内容咨询,3,10,2,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ff6cddf5ffe6xJj6nAMbK4Gmg,ses_2ff6cddf5ffe6xJj6nAMbK4Gmg,exports/2026-03-18/中考体育模拟测评官/ses_2ff6cddf5ffe6xJj6nAMbK4Gmg,中考体育模拟测评官,中考体育模拟测评官,中考体育测评内容与细节确认,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ff6fb47cffeVkdvIP6y4MkzDv,ses_2ff6fb47cffeVkdvIP6y4MkzDv,exports/2026-03-18/中考体育模拟测评官/ses_2ff6fb47cffeVkdvIP6y4MkzDv,中考体育模拟测评官,中考体育模拟测评官,中考体育测评介绍与细节确认,5,18,2,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ff732765ffeoHVvmoQlJJbJOy,ses_2ff732765ffeoHVvmoQlJJbJOy,exports/2026-03-18/中考体育模拟测评官/ses_2ff732765ffeoHVvmoQlJJbJOy,中考体育模拟测评官,中考体育模拟测评官,中考体育测评细节确认,2,5,1,0,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ff7670edffeyFCYdSwkjM0IwM,ses_2ff7670edffeyFCYdSwkjM0IwM,exports/2026-03-18/中考体育模拟测评官/ses_2ff7670edffeyFCYdSwkjM0IwM,中考体育模拟测评官,中考体育模拟测评官,问候与技能咨询,5,14,2,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_2ffee2870ffeFzRTASdeZmrWRy,ses_2ffee2870ffeFzRTASdeZmrWRy,exports/2026-03-18/中考体育模拟测评官/ses_2ffee2870ffeFzRTASdeZmrWRy,中考体育模拟测评官,中考体育模拟测评官,问候,5,14,1,1,completed,student_done
db/2026-03-18.db,2026-03-18,ses_30059086affeNTeOhvwWZZ3TNp,ses_30059086affeNTeOhvwWZZ3TNp,exports/2026-03-18/中考体育模拟测评官/ses_30059086affeNTeOhvwWZZ3TNp,中考体育模拟测评官,中考体育模拟测评官,问候,2,5,1,0,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fece352fffe2yQOzUFuL2Sipv,ses_2fece352fffe2yQOzUFuL2Sipv,exports/2026-03-19/NLP概念讲解助手/ses_2fece352fffe2yQOzUFuL2Sipv,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fed1d437ffeeT2pX79VSRYwzg,ses_2fed1d437ffeeT2pX79VSRYwzg,exports/2026-03-19/NLP概念讲解助手/ses_2fed1d437ffeeT2pX79VSRYwzg,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fed30233ffe40iMKOnL9zb0xm,ses_2fed30233ffe40iMKOnL9zb0xm,exports/2026-03-19/NLP概念讲解助手/ses_2fed30233ffe40iMKOnL9zb0xm,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fed32f57ffeqEvHxnuHP8Ah5W,ses_2fed32f57ffeqEvHxnuHP8Ah5W,exports/2026-03-19/NLP概念讲解助手/ses_2fed32f57ffeqEvHxnuHP8Ah5W,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fed9cc1effen8eDBCUlcxusZF,ses_2fed9cc1effen8eDBCUlcxusZF,exports/2026-03-19/NLP概念讲解助手/ses_2fed9cc1effen8eDBCUlcxusZF,NLP概念讲解助手,NLP概念讲解助手,问候,2,5,1,0,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fedc6a3cffeh71nIxfL1CUTYv,ses_2fedc6a3cffeh71nIxfL1CUTYv,exports/2026-03-19/NLP概念讲解助手/ses_2fedc6a3cffeh71nIxfL1CUTYv,NLP概念讲解助手,NLP概念讲解助手,问候,4,10,2,1,completed,student_done
db/2026-03-19.db,2026-03-19,ses_2fef4ab3cffe5b1e9hskmP3eO4,ses_2fef4ab3cffe5b1e9hskmP3eO4,exports/2026-03-19/NLP概念讲解助手/ses_2fef4ab3cffe5b1e9hskmP3eO4,NLP概念讲解助手,NLP概念讲解助手,打招呼,6,15,3,2,completed,student_done
